"","Date","Value"
"98360081",2017-08-27 08:53:29.289,40
"98360091",2017-08-27 08:53:29.295,40
"98360101",2017-08-27 08:53:29.299,38
"98360111",2017-08-27 08:53:29.305,36
"98360121",2017-08-27 08:53:29.309,35
"98360131",2017-08-27 08:53:29.315,32
"98360141",2017-08-27 08:53:29.319,29
"98360151",2017-08-27 08:53:29.325,23
"98360161",2017-08-27 08:53:29.329,18
"98360171",2017-08-27 08:53:29.335,14
"98360181",2017-08-27 08:53:29.339,8
"98360191",2017-08-27 08:53:29.345,2
"98360201",2017-08-27 08:53:29.349,-2
"98360211",2017-08-27 08:53:29.355,-6
"98360221",2017-08-27 08:53:29.359,-9
"98360231",2017-08-27 08:53:29.365,-11
"98360241",2017-08-27 08:53:29.369,-12
"98360251",2017-08-27 08:53:29.375,-13
"98360261",2017-08-27 08:53:29.380,-15
"98360271",2017-08-27 08:53:29.384,-17
"98360281",2017-08-27 08:53:29.390,-18
"98360291",2017-08-27 08:53:29.394,-18
"98360301",2017-08-27 08:53:29.400,-17
"98360311",2017-08-27 08:53:29.404,-16
"98360321",2017-08-27 08:53:29.410,-15
"98360331",2017-08-27 08:53:29.414,-15
"98360341",2017-08-27 08:53:29.420,-15
"98360351",2017-08-27 08:53:29.424,-16
"98360361",2017-08-27 08:53:29.430,-17
"98360371",2017-08-27 08:53:29.434,-17
"98360381",2017-08-27 08:53:29.440,-16
"98360391",2017-08-27 08:53:29.444,-16
"98360401",2017-08-27 08:53:29.450,-16
"98360411",2017-08-27 08:53:29.454,-15
"98360421",2017-08-27 08:53:29.460,-13
"98360431",2017-08-27 08:53:29.464,-11
"98360441",2017-08-27 08:53:29.470,-13
"98360451",2017-08-27 08:53:29.474,-14
"98360461",2017-08-27 08:53:29.480,-15
"98360471",2017-08-27 08:53:29.484,-15
"98360481",2017-08-27 08:53:29.490,-13
"98360491",2017-08-27 08:53:29.494,-11
"98360501",2017-08-27 08:53:29.500,-11
"98360511",2017-08-27 08:53:29.505,-10
"98360521",2017-08-27 08:53:29.509,-10
"98360531",2017-08-27 08:53:29.515,-10
"98360541",2017-08-27 08:53:29.519,-11
"98360551",2017-08-27 08:53:29.525,-10
"98360561",2017-08-27 08:53:29.529,-10
"98360571",2017-08-27 08:53:29.535,-10
"98360581",2017-08-27 08:53:29.539,-10
"98360591",2017-08-27 08:53:29.545,-9
"98360601",2017-08-27 08:53:29.549,-9
"98360611",2017-08-27 08:53:29.555,-8
"98360621",2017-08-27 08:53:29.559,-8
"98360631",2017-08-27 08:53:29.565,-8
"98360641",2017-08-27 08:53:29.569,-9
"98360651",2017-08-27 08:53:29.575,-9
"98360661",2017-08-27 08:53:29.579,-9
"98360671",2017-08-27 08:53:29.585,-8
"98360681",2017-08-27 08:53:29.589,-9
"98360691",2017-08-27 08:53:29.595,-9
"98360701",2017-08-27 08:53:29.599,-8
"98360711",2017-08-27 08:53:29.605,-9
"98360721",2017-08-27 08:53:29.609,-9
"98360731",2017-08-27 08:53:29.615,-9
"98360741",2017-08-27 08:53:29.619,-9
"98360751",2017-08-27 08:53:29.625,-7
"98360761",2017-08-27 08:53:29.630,-7
"98360771",2017-08-27 08:53:29.634,-7
"98360781",2017-08-27 08:53:29.640,-7
"98360791",2017-08-27 08:53:29.644,-9
"98360801",2017-08-27 08:53:29.650,-8
"98360811",2017-08-27 08:53:29.654,-6
"98360821",2017-08-27 08:53:29.660,-7
"98360831",2017-08-27 08:53:29.664,-8
"98360841",2017-08-27 08:53:29.670,-7
"98360851",2017-08-27 08:53:29.674,-7
"98360861",2017-08-27 08:53:29.680,-8
"98360871",2017-08-27 08:53:29.684,-9
"98360881",2017-08-27 08:53:29.690,-9
"98360891",2017-08-27 08:53:29.694,-8
"98360901",2017-08-27 08:53:29.700,-6
"98360911",2017-08-27 08:53:29.704,-4
"98360921",2017-08-27 08:53:29.710,-5
"98360931",2017-08-27 08:53:29.714,-6
"98360941",2017-08-27 08:53:29.720,-6
"98360951",2017-08-27 08:53:29.724,-7
"98360961",2017-08-27 08:53:29.730,-8
"98360971",2017-08-27 08:53:29.734,-6
"98360981",2017-08-27 08:53:29.740,-4
"98360991",2017-08-27 08:53:29.744,-4
"98361001",2017-08-27 08:53:29.750,-6
"98361011",2017-08-27 08:53:29.755,-7
"98361021",2017-08-27 08:53:29.759,-6
"98361031",2017-08-27 08:53:29.765,-4
"98361041",2017-08-27 08:53:29.769,-5
"98361051",2017-08-27 08:53:29.775,-8
"98361061",2017-08-27 08:53:29.779,-9
"98361071",2017-08-27 08:53:29.785,-7
"98361081",2017-08-27 08:53:29.789,-4
"98361091",2017-08-27 08:53:29.795,-2
"98361101",2017-08-27 08:53:29.799,-3
"98361111",2017-08-27 08:53:29.805,-5
"98361121",2017-08-27 08:53:29.809,-5
"98361131",2017-08-27 08:53:29.815,-5
"98361141",2017-08-27 08:53:29.819,-7
"98361151",2017-08-27 08:53:29.825,-7
"98361161",2017-08-27 08:53:29.829,-6
"98361171",2017-08-27 08:53:29.835,-5
"98361181",2017-08-27 08:53:29.839,-5
"98361191",2017-08-27 08:53:29.845,-5
"98361201",2017-08-27 08:53:29.849,-4
"98361211",2017-08-27 08:53:29.855,-3
"98361221",2017-08-27 08:53:29.859,-5
"98361231",2017-08-27 08:53:29.865,-5
"98361241",2017-08-27 08:53:29.869,-5
"98361251",2017-08-27 08:53:29.875,-4
"98361261",2017-08-27 08:53:29.880,-4
"98361271",2017-08-27 08:53:29.884,-4
"98361281",2017-08-27 08:53:29.890,-4
"98361291",2017-08-27 08:53:29.894,-3
"98361301",2017-08-27 08:53:29.900,-3
"98361311",2017-08-27 08:53:29.904,-3
"98361321",2017-08-27 08:53:29.910,-4
"98361331",2017-08-27 08:53:29.914,-5
"98361341",2017-08-27 08:53:29.920,-3
"98361351",2017-08-27 08:53:29.924,-2
"98361361",2017-08-27 08:53:29.930,-2
"98361371",2017-08-27 08:53:29.934,0
"98361381",2017-08-27 08:53:29.940,2
"98361391",2017-08-27 08:53:29.944,2
"98361401",2017-08-27 08:53:29.950,1
"98361411",2017-08-27 08:53:29.954,0
"98361421",2017-08-27 08:53:29.960,2
"98361431",2017-08-27 08:53:29.964,5
"98361441",2017-08-27 08:53:29.970,6
"98361451",2017-08-27 08:53:29.974,5
"98361461",2017-08-27 08:53:29.980,5
"98361471",2017-08-27 08:53:29.984,4
"98361481",2017-08-27 08:53:29.990,2
"98361491",2017-08-27 08:53:29.994,1
"98361501",2017-08-27 08:53:30.000,0
"98361511",2017-08-27 08:53:30.005,-4
"98361521",2017-08-27 08:53:30.009,-7
"98361531",2017-08-27 08:53:30.015,-7
"98361541",2017-08-27 08:53:30.019,-6
"98361551",2017-08-27 08:53:30.025,-5
"98361561",2017-08-27 08:53:30.029,-7
"98361571",2017-08-27 08:53:30.035,-7
"98361581",2017-08-27 08:53:30.039,1
"98361591",2017-08-27 08:53:30.045,21
"98361601",2017-08-27 08:53:30.049,55
"98361611",2017-08-27 08:53:30.055,89
"98361621",2017-08-27 08:53:30.059,95
"98361631",2017-08-27 08:53:30.065,60
"98361641",2017-08-27 08:53:30.069,13
"98361651",2017-08-27 08:53:30.075,-7
"98361661",2017-08-27 08:53:30.079,-2
"98361671",2017-08-27 08:53:30.085,8
"98361681",2017-08-27 08:53:30.089,12
"98361691",2017-08-27 08:53:30.095,10
"98361701",2017-08-27 08:53:30.099,10
"98361711",2017-08-27 08:53:30.105,12
"98361721",2017-08-27 08:53:30.109,11
"98361731",2017-08-27 08:53:30.115,8
"98361741",2017-08-27 08:53:30.119,6
"98361751",2017-08-27 08:53:30.125,5
"98361761",2017-08-27 08:53:30.130,4
"98361771",2017-08-27 08:53:30.134,4
"98361781",2017-08-27 08:53:30.140,3
"98361791",2017-08-27 08:53:30.144,5
"98361801",2017-08-27 08:53:30.150,6
"98361811",2017-08-27 08:53:30.154,6
"98361821",2017-08-27 08:53:30.160,6
"98361831",2017-08-27 08:53:30.164,6
"98361841",2017-08-27 08:53:30.170,6
"98361851",2017-08-27 08:53:30.174,8
"98361861",2017-08-27 08:53:30.180,9
"98361871",2017-08-27 08:53:30.184,8
"98361881",2017-08-27 08:53:30.190,8
"98361891",2017-08-27 08:53:30.194,9
"98361901",2017-08-27 08:53:30.200,10
"98361911",2017-08-27 08:53:30.204,10
"98361921",2017-08-27 08:53:30.210,11
"98361931",2017-08-27 08:53:30.214,12
"98361941",2017-08-27 08:53:30.220,14
"98361951",2017-08-27 08:53:30.224,15
"98361961",2017-08-27 08:53:30.230,15
"98361971",2017-08-27 08:53:30.234,15
"98361981",2017-08-27 08:53:30.240,18
"98361991",2017-08-27 08:53:30.244,20
"98362001",2017-08-27 08:53:30.250,20
"98362011",2017-08-27 08:53:30.255,23
"98362021",2017-08-27 08:53:30.259,26
"98362031",2017-08-27 08:53:30.265,25
"98362041",2017-08-27 08:53:30.269,26
"98362051",2017-08-27 08:53:30.275,31
"98362061",2017-08-27 08:53:30.279,35
"98362071",2017-08-27 08:53:30.285,34
"98362081",2017-08-27 08:53:30.289,36
"98362091",2017-08-27 08:53:30.295,38
"98362101",2017-08-27 08:53:30.299,38
"98362111",2017-08-27 08:53:30.305,36
"98362121",2017-08-27 08:53:30.309,36
"98362131",2017-08-27 08:53:30.315,35
"98362141",2017-08-27 08:53:30.319,32
"98362151",2017-08-27 08:53:30.325,28
"98362161",2017-08-27 08:53:30.329,24
"98362171",2017-08-27 08:53:30.335,20
"98362181",2017-08-27 08:53:30.339,15
"98362191",2017-08-27 08:53:30.345,10
"98362201",2017-08-27 08:53:30.349,6
"98362211",2017-08-27 08:53:30.355,3
"98362221",2017-08-27 08:53:30.359,-1
"98362231",2017-08-27 08:53:30.365,-8
"98362241",2017-08-27 08:53:30.369,-12
"98362251",2017-08-27 08:53:30.375,-12
"98362261",2017-08-27 08:53:30.380,-12
"98362271",2017-08-27 08:53:30.384,-13
"98362281",2017-08-27 08:53:30.390,-14
"98362291",2017-08-27 08:53:30.394,-14
"98362301",2017-08-27 08:53:30.400,-15
"98362311",2017-08-27 08:53:30.404,-18
"98362321",2017-08-27 08:53:30.410,-20
"98362331",2017-08-27 08:53:30.414,-18
"98362341",2017-08-27 08:53:30.420,-15
"98362351",2017-08-27 08:53:30.424,-15
"98362361",2017-08-27 08:53:30.430,-16
"98362371",2017-08-27 08:53:30.434,-16
"98362381",2017-08-27 08:53:30.440,-15
"98362391",2017-08-27 08:53:30.444,-15
"98362401",2017-08-27 08:53:30.450,-16
"98362411",2017-08-27 08:53:30.454,-15
"98362421",2017-08-27 08:53:30.460,-14
"98362431",2017-08-27 08:53:30.464,-14
"98362441",2017-08-27 08:53:30.470,-12
"98362451",2017-08-27 08:53:30.474,-10
"98362461",2017-08-27 08:53:30.480,-13
"98362471",2017-08-27 08:53:30.484,-15
"98362481",2017-08-27 08:53:30.490,-13
"98362491",2017-08-27 08:53:30.494,-11
"98362501",2017-08-27 08:53:30.500,-12
"98362511",2017-08-27 08:53:30.505,-13
"98362521",2017-08-27 08:53:30.509,-12
"98362531",2017-08-27 08:53:30.515,-11
"98362541",2017-08-27 08:53:30.519,-11
"98362551",2017-08-27 08:53:30.525,-11
"98362561",2017-08-27 08:53:30.529,-10
"98362571",2017-08-27 08:53:30.535,-11
"98362581",2017-08-27 08:53:30.539,-11
"98362591",2017-08-27 08:53:30.545,-10
"98362601",2017-08-27 08:53:30.549,-10
"98362611",2017-08-27 08:53:30.555,-10
"98362621",2017-08-27 08:53:30.559,-9
"98362631",2017-08-27 08:53:30.565,-8
"98362641",2017-08-27 08:53:30.569,-8
"98362651",2017-08-27 08:53:30.575,-9
"98362661",2017-08-27 08:53:30.579,-10
"98362671",2017-08-27 08:53:30.585,-10
"98362681",2017-08-27 08:53:30.589,-9
"98362691",2017-08-27 08:53:30.595,-9
"98362701",2017-08-27 08:53:30.599,-10
"98362711",2017-08-27 08:53:30.605,-10
"98362721",2017-08-27 08:53:30.609,-9
"98362731",2017-08-27 08:53:30.615,-9
"98362741",2017-08-27 08:53:30.619,-11
"98362751",2017-08-27 08:53:30.625,-10
"98362761",2017-08-27 08:53:30.630,-9
"98362771",2017-08-27 08:53:30.634,-10
"98362781",2017-08-27 08:53:30.640,-9
"98362791",2017-08-27 08:53:30.644,-9
"98362801",2017-08-27 08:53:30.650,-11
"98362811",2017-08-27 08:53:30.654,-11
"98362821",2017-08-27 08:53:30.660,-10
"98362831",2017-08-27 08:53:30.664,-9
"98362841",2017-08-27 08:53:30.670,-9
"98362851",2017-08-27 08:53:30.674,-8
"98362861",2017-08-27 08:53:30.680,-9
"98362871",2017-08-27 08:53:30.684,-11
"98362881",2017-08-27 08:53:30.690,-9
"98362891",2017-08-27 08:53:30.694,-7
"98362901",2017-08-27 08:53:30.700,-9
"98362911",2017-08-27 08:53:30.704,-9
"98362921",2017-08-27 08:53:30.710,-9
"98362931",2017-08-27 08:53:30.714,-6
"98362941",2017-08-27 08:53:30.720,-6
"98362951",2017-08-27 08:53:30.724,-9
"98362961",2017-08-27 08:53:30.730,-11
"98362971",2017-08-27 08:53:30.734,-9
"98362981",2017-08-27 08:53:30.740,-7
"98362991",2017-08-27 08:53:30.744,-8
"98363001",2017-08-27 08:53:30.750,-6
"98363011",2017-08-27 08:53:30.755,-5
"98363021",2017-08-27 08:53:30.759,-7
"98363031",2017-08-27 08:53:30.765,-8
"98363041",2017-08-27 08:53:30.769,-6
"98363051",2017-08-27 08:53:30.775,-7
"98363061",2017-08-27 08:53:30.779,-9
"98363071",2017-08-27 08:53:30.785,-7
"98363081",2017-08-27 08:53:30.789,-6
"98363091",2017-08-27 08:53:30.795,-6
"98363101",2017-08-27 08:53:30.799,-6
"98363111",2017-08-27 08:53:30.805,-6
"98363121",2017-08-27 08:53:30.809,-6
"98363131",2017-08-27 08:53:30.815,-5
"98363141",2017-08-27 08:53:30.819,-5
"98363151",2017-08-27 08:53:30.825,-5
"98363161",2017-08-27 08:53:30.829,-5
"98363171",2017-08-27 08:53:30.835,-5
"98363181",2017-08-27 08:53:30.839,-6
"98363191",2017-08-27 08:53:30.845,-5
"98363201",2017-08-27 08:53:30.849,-5
"98363211",2017-08-27 08:53:30.855,-7
"98363221",2017-08-27 08:53:30.859,-6
"98363231",2017-08-27 08:53:30.865,-4
"98363241",2017-08-27 08:53:30.869,-4
"98363251",2017-08-27 08:53:30.875,-5
"98363261",2017-08-27 08:53:30.880,-5
"98363271",2017-08-27 08:53:30.884,-5
"98363281",2017-08-27 08:53:30.890,-5
"98363291",2017-08-27 08:53:30.894,-3
"98363301",2017-08-27 08:53:30.900,-3
"98363311",2017-08-27 08:53:30.904,-4
"98363321",2017-08-27 08:53:30.910,-5
"98363331",2017-08-27 08:53:30.914,-6
"98363341",2017-08-27 08:53:30.920,-7
"98363351",2017-08-27 08:53:30.924,-3
"98363361",2017-08-27 08:53:30.930,0
"98363371",2017-08-27 08:53:30.934,-2
"98363381",2017-08-27 08:53:30.940,-4
"98363391",2017-08-27 08:53:30.944,-2
"98363401",2017-08-27 08:53:30.950,0
"98363411",2017-08-27 08:53:30.954,3
"98363421",2017-08-27 08:53:30.960,2
"98363431",2017-08-27 08:53:30.964,0
"98363441",2017-08-27 08:53:30.970,0
"98363451",2017-08-27 08:53:30.974,1
"98363461",2017-08-27 08:53:30.980,3
"98363471",2017-08-27 08:53:30.984,4
"98363481",2017-08-27 08:53:30.990,5
"98363491",2017-08-27 08:53:30.994,6
"98363501",2017-08-27 08:53:31.000,5
"98363511",2017-08-27 08:53:31.005,4
"98363521",2017-08-27 08:53:31.009,1
"98363531",2017-08-27 08:53:31.015,0
"98363541",2017-08-27 08:53:31.019,-3
"98363551",2017-08-27 08:53:31.025,-6
"98363561",2017-08-27 08:53:31.029,-8
"98363571",2017-08-27 08:53:31.035,-7
"98363581",2017-08-27 08:53:31.039,-6
"98363591",2017-08-27 08:53:31.045,-7
"98363601",2017-08-27 08:53:31.049,-8
"98363611",2017-08-27 08:53:31.055,-5
"98363621",2017-08-27 08:53:31.059,3
"98363631",2017-08-27 08:53:31.065,27
"98363641",2017-08-27 08:53:31.069,64
"98363651",2017-08-27 08:53:31.075,93
"98363661",2017-08-27 08:53:31.079,88
"98363671",2017-08-27 08:53:31.085,49
"98363681",2017-08-27 08:53:31.089,7
"98363691",2017-08-27 08:53:31.095,-8
"98363701",2017-08-27 08:53:31.099,0
"98363711",2017-08-27 08:53:31.105,9
"98363721",2017-08-27 08:53:31.109,12
"98363731",2017-08-27 08:53:31.115,12
"98363741",2017-08-27 08:53:31.119,12
"98363751",2017-08-27 08:53:31.125,11
"98363761",2017-08-27 08:53:31.130,9
"98363771",2017-08-27 08:53:31.134,6
"98363781",2017-08-27 08:53:31.140,4
"98363791",2017-08-27 08:53:31.144,3
"98363801",2017-08-27 08:53:31.150,3
"98363811",2017-08-27 08:53:31.154,4
"98363821",2017-08-27 08:53:31.160,3
"98363831",2017-08-27 08:53:31.164,2
"98363841",2017-08-27 08:53:31.170,2
"98363851",2017-08-27 08:53:31.174,2
"98363861",2017-08-27 08:53:31.180,4
"98363871",2017-08-27 08:53:31.184,5
"98363881",2017-08-27 08:53:31.190,6
"98363891",2017-08-27 08:53:31.194,6
"98363901",2017-08-27 08:53:31.200,8
"98363911",2017-08-27 08:53:31.204,7
"98363921",2017-08-27 08:53:31.210,7
"98363931",2017-08-27 08:53:31.214,9
"98363941",2017-08-27 08:53:31.220,9
"98363951",2017-08-27 08:53:31.224,9
"98363961",2017-08-27 08:53:31.230,11
"98363971",2017-08-27 08:53:31.234,12
"98363981",2017-08-27 08:53:31.240,10
"98363991",2017-08-27 08:53:31.244,12
"98364001",2017-08-27 08:53:31.250,15
"98364011",2017-08-27 08:53:31.255,16
"98364021",2017-08-27 08:53:31.259,16
"98364031",2017-08-27 08:53:31.265,17
"98364041",2017-08-27 08:53:31.269,21
"98364051",2017-08-27 08:53:31.275,23
"98364061",2017-08-27 08:53:31.279,25
"98364071",2017-08-27 08:53:31.285,25
"98364081",2017-08-27 08:53:31.289,27
"98364091",2017-08-27 08:53:31.295,30
"98364101",2017-08-27 08:53:31.299,32
"98364111",2017-08-27 08:53:31.305,33
"98364121",2017-08-27 08:53:31.309,34
"98364131",2017-08-27 08:53:31.315,34
"98364141",2017-08-27 08:53:31.319,34
"98364151",2017-08-27 08:53:31.325,35
"98364161",2017-08-27 08:53:31.329,34
"98364171",2017-08-27 08:53:31.335,32
"98364181",2017-08-27 08:53:31.339,30
"98364191",2017-08-27 08:53:31.345,27
"98364201",2017-08-27 08:53:31.349,22
"98364211",2017-08-27 08:53:31.355,18
"98364221",2017-08-27 08:53:31.359,14
"98364231",2017-08-27 08:53:31.365,9
"98364241",2017-08-27 08:53:31.369,3
"98364251",2017-08-27 08:53:31.375,-3
"98364261",2017-08-27 08:53:31.380,-9
"98364271",2017-08-27 08:53:31.384,-11
"98364281",2017-08-27 08:53:31.390,-10
"98364291",2017-08-27 08:53:31.394,-12
"98364301",2017-08-27 08:53:31.400,-17
"98364311",2017-08-27 08:53:31.404,-19
"98364321",2017-08-27 08:53:31.410,-18
"98364331",2017-08-27 08:53:31.414,-16
"98364341",2017-08-27 08:53:31.420,-16
"98364351",2017-08-27 08:53:31.424,-17
"98364361",2017-08-27 08:53:31.430,-20
"98364371",2017-08-27 08:53:31.434,-20
"98364381",2017-08-27 08:53:31.440,-19
"98364391",2017-08-27 08:53:31.444,-17
"98364401",2017-08-27 08:53:31.450,-17
"98364411",2017-08-27 08:53:31.454,-17
"98364421",2017-08-27 08:53:31.460,-17
"98364431",2017-08-27 08:53:31.464,-17
"98364441",2017-08-27 08:53:31.470,-18
"98364451",2017-08-27 08:53:31.474,-17
"98364461",2017-08-27 08:53:31.480,-17
"98364471",2017-08-27 08:53:31.484,-16
"98364481",2017-08-27 08:53:31.490,-14
"98364491",2017-08-27 08:53:31.494,-13
"98364501",2017-08-27 08:53:31.500,-14
"98364511",2017-08-27 08:53:31.505,-14
"98364521",2017-08-27 08:53:31.509,-15
"98364531",2017-08-27 08:53:31.515,-14
"98364541",2017-08-27 08:53:31.519,-13
"98364551",2017-08-27 08:53:31.525,-12
"98364561",2017-08-27 08:53:31.529,-14
"98364571",2017-08-27 08:53:31.535,-14
"98364581",2017-08-27 08:53:31.539,-13
"98364591",2017-08-27 08:53:31.545,-12
"98364601",2017-08-27 08:53:31.549,-12
"98364611",2017-08-27 08:53:31.555,-13
"98364621",2017-08-27 08:53:31.559,-14
"98364631",2017-08-27 08:53:31.565,-13
"98364641",2017-08-27 08:53:31.569,-12
"98364651",2017-08-27 08:53:31.575,-11
"98364661",2017-08-27 08:53:31.579,-10
"98364671",2017-08-27 08:53:31.585,-10
"98364681",2017-08-27 08:53:31.589,-10
"98364691",2017-08-27 08:53:31.595,-9
"98364701",2017-08-27 08:53:31.599,-10
"98364711",2017-08-27 08:53:31.605,-12
"98364721",2017-08-27 08:53:31.609,-10
"98364731",2017-08-27 08:53:31.615,-9
"98364741",2017-08-27 08:53:31.619,-10
"98364751",2017-08-27 08:53:31.625,-10
"98364761",2017-08-27 08:53:31.630,-10
"98364771",2017-08-27 08:53:31.634,-11
"98364781",2017-08-27 08:53:31.640,-10
"98364791",2017-08-27 08:53:31.644,-12
"98364801",2017-08-27 08:53:31.650,-13
"98364811",2017-08-27 08:53:31.654,-10
"98364821",2017-08-27 08:53:31.660,-8
"98364831",2017-08-27 08:53:31.664,-11
"98364841",2017-08-27 08:53:31.670,-13
"98364851",2017-08-27 08:53:31.674,-13
"98364861",2017-08-27 08:53:31.680,-11
"98364871",2017-08-27 08:53:31.684,-10
"98364881",2017-08-27 08:53:31.690,-8
"98364891",2017-08-27 08:53:31.694,-5
"98364901",2017-08-27 08:53:31.700,-5
"98364911",2017-08-27 08:53:31.704,-5
"98364921",2017-08-27 08:53:31.710,-3
"98364931",2017-08-27 08:53:31.714,-2
"98364941",2017-08-27 08:53:31.720,-4
"98364951",2017-08-27 08:53:31.724,-7
"98364961",2017-08-27 08:53:31.730,-8
"98364971",2017-08-27 08:53:31.734,-7
"98364981",2017-08-27 08:53:31.740,-9
"98364991",2017-08-27 08:53:31.744,-11
"98365001",2017-08-27 08:53:31.750,-10
"98365011",2017-08-27 08:53:31.755,-7
"98365021",2017-08-27 08:53:31.759,1
"98365031",2017-08-27 08:53:31.765,25
"98365041",2017-08-27 08:53:31.769,63
"98365051",2017-08-27 08:53:31.775,91
"98365061",2017-08-27 08:53:31.779,84
"98365071",2017-08-27 08:53:31.785,43
"98365081",2017-08-27 08:53:31.789,4
"98365091",2017-08-27 08:53:31.795,-8
"98365101",2017-08-27 08:53:31.799,-1
"98365111",2017-08-27 08:53:31.805,7
"98365121",2017-08-27 08:53:31.809,10
"98365131",2017-08-27 08:53:31.815,9
"98365141",2017-08-27 08:53:31.819,8
"98365151",2017-08-27 08:53:31.825,9
"98365161",2017-08-27 08:53:31.829,8
"98365171",2017-08-27 08:53:31.835,3
"98365181",2017-08-27 08:53:31.839,0
"98365191",2017-08-27 08:53:31.845,2
"98365201",2017-08-27 08:53:31.849,4
"98365211",2017-08-27 08:53:31.855,2
"98365221",2017-08-27 08:53:31.859,3
"98365231",2017-08-27 08:53:31.865,5
"98365241",2017-08-27 08:53:31.869,4
"98365251",2017-08-27 08:53:31.875,3
"98365261",2017-08-27 08:53:31.880,3
"98365271",2017-08-27 08:53:31.884,4
"98365281",2017-08-27 08:53:31.890,4
"98365291",2017-08-27 08:53:31.894,3
"98365301",2017-08-27 08:53:31.900,3
"98365311",2017-08-27 08:53:31.904,4
"98365321",2017-08-27 08:53:31.910,6
"98365331",2017-08-27 08:53:31.914,7
"98365341",2017-08-27 08:53:31.920,7
"98365351",2017-08-27 08:53:31.924,9
"98365361",2017-08-27 08:53:31.930,11
"98365371",2017-08-27 08:53:31.934,12
"98365381",2017-08-27 08:53:31.940,11
"98365391",2017-08-27 08:53:31.944,13
"98365401",2017-08-27 08:53:31.950,15
"98365411",2017-08-27 08:53:31.954,16
"98365421",2017-08-27 08:53:31.960,19
"98365431",2017-08-27 08:53:31.964,19
"98365441",2017-08-27 08:53:31.970,20
"98365451",2017-08-27 08:53:31.974,22
"98365461",2017-08-27 08:53:31.980,27
"98365471",2017-08-27 08:53:31.984,29
"98365481",2017-08-27 08:53:31.990,30
"98365491",2017-08-27 08:53:31.994,31
"98365501",2017-08-27 08:53:32.000,31
"98365511",2017-08-27 08:53:32.005,32
"98365521",2017-08-27 08:53:32.009,34
"98365531",2017-08-27 08:53:32.015,35
"98365541",2017-08-27 08:53:32.019,35
"98365551",2017-08-27 08:53:32.025,35
"98365561",2017-08-27 08:53:32.029,35
"98365571",2017-08-27 08:53:32.035,32
"98365581",2017-08-27 08:53:32.039,29
"98365591",2017-08-27 08:53:32.045,24
"98365601",2017-08-27 08:53:32.049,17
"98365611",2017-08-27 08:53:32.055,13
"98365621",2017-08-27 08:53:32.059,9
"98365631",2017-08-27 08:53:32.065,3
"98365641",2017-08-27 08:53:32.069,-2
"98365651",2017-08-27 08:53:32.075,-6
"98365661",2017-08-27 08:53:32.079,-10
"98365671",2017-08-27 08:53:32.085,-14
"98365681",2017-08-27 08:53:32.089,-16
"98365691",2017-08-27 08:53:32.095,-17
"98365701",2017-08-27 08:53:32.099,-18
"98365711",2017-08-27 08:53:32.105,-18
